1602655351.533944,557,-0.15000000596046448
1602655371.14183,558,0.3499999940395355
1602655428.769214,563,-0.8500000238418579
1602655445.241132,566,-1.2000000476837158
1602655471.082186,567,4.400000095367432
1602655497.809534,570,-1.600000023841858
1602655518.397973,571,-0.550000011920929
1602655535.337265,572,0.6000000238418579
1602655572.177592,576,-0.30000001192092896
1602655684.439699,588,-1.2999999523162842
1602655702.720862,592,-1.25
1602655727.187164,594,-1.399999976158142
1602655737.996528,596,-1.0499999523162842
1602655747.501252,597,-1.399999976158142
1602655766.469078,599,-1.2000000476837158
1602655784.425213,601,-1.350000023841858
1602655819.486628,605,-1.0499999523162842
1602655834.717921,606,0.6000000238418579
1602655851.241607,607,3.549999952316284
1602655861.67792,608,0.6499999761581421
1602655866.823163,609,0.0
1602655916.546028,615,-1.4500000476837158
1602655930.177799,617,-1.350000023841858
1602655939.749712,618,-1.2999999523162842
1602655946.89791,619,-0.10000000149011612
1602655959.107183,620,-1.4500000476837158
1602655976.059357,623,-1.350000023841858
1602655989.067178,624,-0.44999998807907104
1602655992.795196,625,-1.0499999523162842
1602656001.398184,626,-1.25
1602656053.937901,631,-1.149999976158142
1602656083.05418,636,-1.350000023841858
1602656106.001237,639,-1.0
1602656114.957777,640,-0.30000001192092896
1602656177.667357,646,-1.2999999523162842
1602656224.300524,654,-1.25
1602656272.781712,657,1.149999976158142
1602656281.461505,658,2.8499999046325684
1602656335.560173,665,-0.30000001192092896
1602656353.376454,668,-1.0499999523162842
1602656383.826628,670,-0.800000011920929
1602656446.363843,677,-1.2999999523162842
1602656450.6075,678,-1.100000023841858
1602656478.69121,681,-1.350000023841858
1602656493.133202,682,-1.5499999523162842
1602656562.201837,689,-1.25
1602656576.540953,691,0.75
1602656586.155452,693,-1.25
1602656593.858617,694,-0.25
1602656603.714945,695,-1.2999999523162842
1602656695.846587,702,0.699999988079071
1602656754.898398,707,3.549999952316284
1602656766.389909,709,-1.25
1602656783.727924,710,-0.800000011920929
1602656829.504349,714,1.100000023841858
1602656849.282425,717,-1.0
1602656861.097934,719,-0.10000000149011612
1602656866.366729,720,-1.0499999523162842
1602656895.085843,723,2.5999999046325684
1602656936.520183,729,-1.350000023841858
1602656957.801292,730,-0.8999999761581421
1602656972.416197,732,-1.25
1602656989.102861,735,-0.05000000074505806
1602657022.699049,737,-1.2999999523162842
1602657035.673289,738,-1.5
1602657071.905049,740,1.9500000476837158
1602657089.10435,742,-1.100000023841858
1602657098.590815,743,-1.399999976158142
1602657136.476488,750,-1.0499999523162842
1602657217.787931,758,1.100000023841858
1602657222.104837,759,-0.05000000074505806
1602657224.638225,760,-1.0
1602657257.973747,764,-0.15000000596046448
1602657339.952351,774,-0.4000000059604645
